ID Household Income Bucket,Household Income Bucket,ID Year,Year,Household Income,Household Income Moe,Geography,ID Geography,Slug Geography,share
5,"$30,000-$34,999",2015,2015,60,33,"Davidson, NC",16000US3716400,davidson-nc,0.015189873
6,"$35,000-$39,999",2015,2015,93,81,"Davidson, NC",16000US3716400,davidson-nc,0.023544304
7,"$40,000-$44,999",2015,2015,163,90,"Davidson, NC",16000US3716400,davidson-nc,0.041265823
8,"$45,000-$49,999",2015,2015,137,115,"Davidson, NC",16000US3716400,davidson-nc,0.034683544
9,"$50,000-$59,999",2015,2015,367,126,"Davidson, NC",16000US3716400,davidson-nc,0.092911392
10,"$60,000-$74,999",2015,2015,172,71,"Davidson, NC",16000US3716400,davidson-nc,0.043544304
11,"$75,000-$99,999",2015,2015,424,137,"Davidson, NC",16000US3716400,davidson-nc,0.107341772
12,"$100,000-$124,999",2015,2015,313,115,"Davidson, NC",16000US3716400,davidson-nc,0.079240506
13,"$125,000-$149,999",2015,2015,263,83,"Davidson, NC",16000US3716400,davidson-nc,0.066582278
14,"$150,000-$199,999",2015,2015,528,135,"Davidson, NC",16000US3716400,davidson-nc,0.133670886
15,"$200,000+",2015,2015,922,158,"Davidson, NC",16000US3716400,davidson-nc,0.233417722
0,"< $10,000",2014,2014,150,79,"Davidson, NC",16000US3716400,davidson-nc,0.037735849
1,"$10,000-$14,999",2014,2014,128,85,"Davidson, NC",16000US3716400,davidson-nc,0.032201258
2,"$15,000-$19,999",2014,2014,125,92,"Davidson, NC",16000US3716400,davidson-nc,0.031446541
3,"$20,000-$24,999",2014,2014,88,74,"Davidson, NC",16000US3716400,davidson-nc,0.022138365
4,"$25,000-$29,999",2014,2014,66,67,"Davidson, NC",16000US3716400,davidson-nc,0.016603774
5,"$30,000-$34,999",2014,2014,45,33,"Davidson, NC",16000US3716400,davidson-nc,0.011320755
6,"$35,000-$39,999",2014,2014,126,84,"Davidson, NC",16000US3716400,davidson-nc,0.031698113
7,"$40,000-$44,999",2014,2014,149,86,"Davidson, NC",16000US3716400,davidson-nc,0.037484277
8,"$45,000-$49,999",2014,2014,153,137,"Davidson, NC",16000US3716400,davidson-nc,0.038490566
9,"$50,000-$59,999",2014,2014,342,125,"Davidson, NC",16000US3716400,davidson-nc,0.086037736
10,"$60,000-$74,999",2014,2014,239,90,"Davidson, NC",16000US3716400,davidson-nc,0.060125786
11,"$75,000-$99,999",2014,2014,461,131,"Davidson, NC",16000US3716400,davidson-nc,0.115974843
12,"$100,000-$124,999",2014,2014,293,93,"Davidson, NC",16000US3716400,davidson-nc,0.073710692
13,"$125,000-$149,999",2014,2014,244,96,"Davidson, NC",16000US3716400,davidson-nc,0.061383648
14,"$150,000-$199,999",2014,2014,484,159,"Davidson, NC",16000US3716400,davidson-nc,0.121761006
15,"$200,000+",2014,2014,882,153,"Davidson, NC",16000US3716400,davidson-nc,0.221886792
0,"< $10,000",2013,2013,167,91,"Davidson, NC",16000US3716400,davidson-nc,0.044604701
1,"$10,000-$14,999",2013,2013,128,87,"Davidson, NC",16000US3716400,davidson-nc,0.034188034
2,"$15,000-$19,999",2013,2013,125,109,"Davidson, NC",16000US3716400,davidson-nc,0.033386752
3,"$20,000-$24,999",2013,2013,151,89,"Davidson, NC",16000US3716400,davidson-nc,0.040331197
4,"$25,000-$29,999",2013,2013,16,20,"Davidson, NC",16000US3716400,davidson-nc,0.004273504
5,"$30,000-$34,999",2013,2013,41,33,"Davidson, NC",16000US3716400,davidson-nc,0.010950855
6,"$35,000-$39,999",2013,2013,163,100,"Davidson, NC",16000US3716400,davidson-nc,0.043536325
7,"$40,000-$44,999",2013,2013,122,78,"Davidson, NC",16000US3716400,davidson-nc,0.03258547
8,"$45,000-$49,999",2013,2013,121,132,"Davidson, NC",16000US3716400,davidson-nc,0.032318376
9,"$50,000-$59,999",2013,2013,347,148,"Davidson, NC",16000US3716400,davidson-nc,0.092681624
10,"$60,000-$74,999",2013,2013,259,106,"Davidson, NC",16000US3716400,davidson-nc,0.06917735
11,"$75,000-$99,999",2013,2013,404,132,"Davidson, NC",16000US3716400,davidson-nc,0.107905983
12,"$100,000-$124,999",2013,2013,248,97,"Davidson, NC",16000US3716400,davidson-nc,0.066239316
13,"$125,000-$149,999",2013,2013,231,86,"Davidson, NC",16000US3716400,davidson-nc,0.061698718
14,"$150,000-$199,999",2013,2013,438,122,"Davidson, NC",16000US3716400,davidson-nc,0.116987179
15,"$200,000+",2013,2013,783,171,"Davidson, NC",16000US3716400,davidson-nc,0.209134615
0,"< $10,000",2018,2018,20865,2582,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.049900152
1,"$10,000-$14,999",2018,2018,12802,2078,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.030616906
2,"$15,000-$19,999",2018,2018,13351,2001,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.031929879
3,"$20,000-$24,999",2018,2018,19925,2400,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.047652074
4,"$25,000-$29,999",2018,2018,18303,2259,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.043772944
5,"$30,000-$34,999",2018,2018,20002,2604,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.047836225
6,"$35,000-$39,999",2018,2018,18172,2257,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.043459648
7,"$40,000-$44,999",2018,2018,19010,2206,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.045463786
8,"$45,000-$49,999",2018,2018,18149,2268,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.043404642
9,"$50,000-$59,999",2018,2018,37193,3143,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.088949741
10,"$60,000-$74,999",2018,2018,37377,2963,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.08938979
11,"$75,000-$99,999",2018,2018,50101,3416,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.119820154
12,"$100,000-$124,999",2018,2018,38785,2807,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.092757124
13,"$125,000-$149,999",2018,2018,24408,2013,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.058373492
14,"$150,000-$199,999",2018,2018,29009,2531,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.069377115
15,"$200,000+",2018,2018,40683,2627,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.097296328
0,"< $10,000",2017,2017,19907,2275,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.048462643
1,"$10,000-$14,999",2017,2017,14329,1959,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.034883268
2,"$15,000-$19,999",2017,2017,16048,2431,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.039068092
3,"$20,000-$24,999",2017,2017,18035,2455,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.043905348
4,"$25,000-$29,999",2017,2017,15843,2205,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.038569029
5,"$30,000-$34,999",2017,2017,21290,2416,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.051829491
6,"$35,000-$39,999",2017,2017,19072,2406,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.046429876
7,"$40,000-$44,999",2017,2017,15164,1891,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.036916036
8,"$45,000-$49,999",2017,2017,19310,2508,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.047009275
9,"$50,000-$59,999",2017,2017,31436,2546,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.076529445
10,"$60,000-$74,999",2017,2017,42920,3583,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.104486696
11,"$75,000-$99,999",2017,2017,50028,3357,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.121790783
12,"$100,000-$124,999",2017,2017,38712,2915,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.09424252
13,"$125,000-$149,999",2017,2017,23093,2613,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.056218809
14,"$150,000-$199,999",2017,2017,28953,2729,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.070484699
15,"$200,000+",2017,2017,36630,2387,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.08917399
0,"< $10,000",2016,2016,22571,2830,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.056497557
1,"$10,000-$14,999",2016,2016,11925,1774,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.029849513
2,"$15,000-$19,999",2016,2016,17134,2247,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.042888181
3,"$20,000-$24,999",2016,2016,16065,1922,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.040212363
4,"$25,000-$29,999",2016,2016,17556,2283,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.043944491
5,"$30,000-$34,999",2016,2016,19049,1999,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.047681625
6,"$35,000-$39,999",2016,2016,17639,2026,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.044152249
7,"$40,000-$44,999",2016,2016,19115,2144,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.04784683
8,"$45,000-$49,999",2016,2016,15623,1979,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.039105991
9,"$50,000-$59,999",2016,2016,30746,3082,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.076960431
10,"$60,000-$74,999",2016,2016,42864,3127,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.107293043
11,"$75,000-$99,999",2016,2016,49865,3685,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.124817273
12,"$100,000-$124,999",2016,2016,38737,3030,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.096962734
13,"$125,000-$149,999",2016,2016,23575,2364,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.059010673
14,"$150,000-$199,999",2016,2016,23423,2372,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.058630201
15,"$200,000+",2016,2016,33617,2360,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.084146842
0,"< $10,000",2015,2015,22064,2387,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.055554856
1,"$10,000-$14,999",2015,2015,16519,1898,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.041593123
2,"$15,000-$19,999",2015,2015,18622,2153,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.046888258
3,"$20,000-$24,999",2015,2015,20152,2416,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.050740639
4,"$25,000-$29,999",2015,2015,20013,2473,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.050390652
5,"$30,000-$34,999",2015,2015,22692,2622,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.057136095
6,"$35,000-$39,999",2015,2015,17447,1959,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.043929731
7,"$40,000-$44,999",2015,2015,19283,2348,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.048552588
8,"$45,000-$49,999",2015,2015,15717,1888,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.039573771
9,"$50,000-$59,999",2015,2015,33883,2967,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.085313868
10,"$60,000-$74,999",2015,2015,34068,2356,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.085779679
11,"$75,000-$99,999",2015,2015,46455,3249,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.116968856
12,"$100,000-$124,999",2015,2015,35010,3208,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.088151537
13,"$125,000-$149,999",2015,2015,21020,2196,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.052926173
14,"$150,000-$199,999",2015,2015,24100,2066,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.060681292
15,"$200,000+",2015,2015,30112,2237,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.075818883
0,"< $10,000",2014,2014,26491,2654,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.06809203
1,"$10,000-$14,999",2014,2014,17425,1815,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.044788933
2,"$15,000-$19,999",2014,2014,17442,1873,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.044832629
3,"$20,000-$24,999",2014,2014,18711,2250,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.048094446
4,"$25,000-$29,999",2014,2014,17492,1990,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.044961149
5,"$30,000-$34,999",2014,2014,17024,1953,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.043758209
6,"$35,000-$39,999",2014,2014,19279,2280,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.049554424
7,"$40,000-$44,999",2014,2014,18992,2098,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.048816724
8,"$45,000-$49,999",2014,2014,15675,1990,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.040290762
9,"$50,000-$59,999",2014,2014,28367,2330,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.07291407
10,"$60,000-$74,999",2014,2014,41376,2898,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.106352189
11,"$75,000-$99,999",2014,2014,50266,3190,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.129202898
12,"$100,000-$124,999",2014,2014,30728,2556,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.078982745
13,"$125,000-$149,999",2014,2014,19312,1961,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.049639247
14,"$150,000-$199,999",2014,2014,21094,2213,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.05421967
15,"$200,000+",2014,2014,29373,2341,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.075499875
0,"< $10,000",2013,2013,25029,2289,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.066352432
1,"$10,000-$14,999",2013,2013,16192,2268,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.04292535
2,"$15,000-$19,999",2013,2013,17670,2214,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.046843561
3,"$20,000-$24,999",2013,2013,19125,2622,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.050700798
4,"$25,000-$29,999",2013,2013,22214,2659,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.058889805
5,"$30,000-$34,999",2013,2013,19726,2300,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.052294062
6,"$35,000-$39,999",2013,2013,18442,2337,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.04889015
7,"$40,000-$44,999",2013,2013,19263,2304,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.051066639
8,"$45,000-$49,999",2013,2013,16823,2094,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.044598145
9,"$50,000-$59,999",2013,2013,31246,2583,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.082833837
10,"$60,000-$74,999",2013,2013,35988,2938,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.095404983
11,"$75,000-$99,999",2013,2013,40754,2792,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.108039755
12,"$100,000-$124,999",2013,2013,28611,2382,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.075848393
13,"$125,000-$149,999",2013,2013,18737,1781,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.049672201
14,"$150,000-$199,999",2013,2013,21356,2042,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.056615228
15,"$200,000+",2013,2013,26037,2148,"Mecklenburg County, NC",05000US37119,mecklenburg-county-nc,0.069024662
